id,text
1857,"When you want to accuse #Biden of being #corrupt, just remember #Trump has proven corruption in every country &amp; every way he's claiming Biden does but can't prove. #TrumpCrimeFamily #TrumpCrimeSyndicate #DRAINTHESWAMP2020 #DrainTheSwamp #VoteBidenHarrisToSaveAmerica #VoteBiden https://t.co/J15bOUgZ3D"
1858,Will any #police stand up and say ¡°enough!¡±  Do you even care about protecting people anymore?  Did you see how they attacked the #biden campaign today?  And the #police just let it happen? I just want to hear from one officer- just one
1859,@ddale8 He¡¯s jealous that #biden is fit and he is an obese junk food fiend who can¡¯t climb a flight of stairs
1860,The King of Horror is tweeting about the King of Real Life Horror.     His selfish rallies have consequences.  #vote #COVIDIOTS #Biden #VoteHimOut https://t.co/wnVwzJEQiV
1861,"How #Biden plans to undo Trump's 'America First' foreign policy and return  #US to world stage

https://t.co/swCKxa3aBy"
1862,"Hmm Most People Like &amp; 
Respect #Healthcare Workers &amp; Even Come out 
To Cheer Them at 7 .. not 
Ungrateful  Wretch #Trump 
Vote #Biden https://t.co/Cm2GDURNvP"
1863,"#Obama: #Trump cares about his ego, #Biden cares about 'keeping your family safe' 

https://t.co/8Xz4EOPOLz"
1864,What does #Biden think our constitution was? Another #idea? He's so anti-american it's no wonder he's been instrumental in making his family millions from #China along with being willing ot move us to #Socialism. We need to #VoteTrump2020 https://t.co/2aUozDu0yl
1865,It was going on in a big way while #Biden was VP under #Obama. He allegedly sold out US to #China 4 private gain. Was #COVID19 released to help get rid of #Trump ? Timing makes me wonder. https://t.co/3SpRm2L6rW
1866,"Movie #Trump Card can be rented on Amazon prime to watch instantly. Ordering DVD won't arrive until 11-12-20, after election! #Biden is protected from all on left.  - 'They're protecting him' | Dinesh D'Souza https://t.co/jJWQIY8KL4 via @YouTube"
1867,"<U+0001F923><U+0001F923><U+0001F923> if it weren't so sad. #Biden seems to even make major mistakes while using the large teleprompters.  #VoteTrump2020 and #FundThePolice for better pay, more officers &amp; ongoing training. https://t.co/jnnfSvxEvf"
1868,He's lying about his tax plan &amp; states he won't charge higher taxes for anyone under 400k.  Impossible with his plans. He also forgets how the loss of so many manufacturing jobs is due in large part to his dealing with #China. #Biden mispeaks &amp; misrepresents a lot. #VoteTrump2020
1869,#Biden family is traveling around the globe scooping up millions &amp; equally bad is he isn't up to running the country. - Newt Gingrich Predicts 2020 Election https://t.co/3wml04q1zO via @YouTube
1870,#Cover up of alleged #Biden corruption is outragous &amp; quite disturbing. #WalkAwayFromDemocrats &amp; vote #Trump2020Landslide to avoid #socialism and/or #marxism in the near future. Remember importance of filling in down ballot. https://t.co/nDKvEv6Eso
1871,"Then, there is the question of what percentage of black voters went for #Trump over #Biden? I suspect it will be higher than they realize since a high percentage of blacks view themselves as #American vs #BlackAmerican. We are all simply American! https://t.co/JGVpGnevu1"
1872,And that my friends is what a stroke SOUNDS like. God bless this old man... #Biden is WAY TOO FAR GONE to run a #seveneleven let alone a country. https://t.co/5xb9C2eWY4
1873,My prediction #Biden is winning The Presidential Election<U+0001F1FA><U+0001F1F8>
1874,@mjfree Mailed in our ballots already.#Biden
1875,<U+0001F926><U+0001F3FD><U+200D>¡Ï<U+FE0F><U+0001F926><U+0001F3FD><U+200D>¡Ï<U+FE0F>#vote for #Biden he doesn¡¯t promote this type of behavior. #trump does #Texas https://t.co/snvaejkiOh
1876,@DiamondandSilk @realDonaldTrump @kayleighmcenany Racial divisionist  started with #obama. Remember #ferguson? #votetrump #Trump #Biden is an old has been. @DonaldJTrumpJr
1877,@realDonaldTrump @kayleighmcenany @EricTrump @DonaldJTrumpJr @diamondandsilk #Biden complains about the number of virus cases and then complains that we need more testing? We have more testing. That's why we have more cases #Joey. #VoteTrump2020 #BlackVoicesForTrump #votetrump
1878,"@realDonaldTrump @DiamondandSilk @kayleighmcenany @EricTrump @DonaldJTrumpJr @JoeBiden If #Biden tried to take a shot at #Trump in high school as he suggests, Trump would kick his ass. @HerschelWalker @Jim_Jordan @Foxnews @greggutfeld #VoteTrump"
1879,@kayleighmcenany @EricTrump @realDonaldTrump #Biden is one step behind Trump. In what he says.
1880,Where do they actually pole people from? Is anyone not seeing the rallies for Trump with tens of thousands of people at them?  Is the idea that hopefully people will turn out not to vote because #Biden is winning? #Trump clearly has a movement behind him!  #FakeNews #polls #CNN https://t.co/Sjb2npIAxF
1881,"Dear America 

This is the Turkey that you fund and kiss ass to. 

America claims to be Christian but they fund Muslims that are killing Christians

#Trump #Biden #America #Turkey #Armenia https://t.co/3iPeX3ATGl"
1882,"#Soccer world i present you #Azerbaijan soccer manager.

How is #Islam a peaceful religion? 

#Armenia #Azerbaijan #soccer #football #AllLivesMatter #America #Trump #Biden https://t.co/n9PlnwjZcw"
1883,"WATCH: Texas @realDonaldTrump's supporters surround and harass #Biden campaign bus headed to Austin rally.
https://t.co/zF7xlCS34j https://t.co/znO5HTW9IG"
1884,Hey! #Putin on the #trunalimunumaprzure @realDonaldTrump @catturd2 @TuckerCarlson @TedNugent @mattgaetz @seanhannity @dbongino @RealJamesWoods #Biden https://t.co/hsnGdAEstu
1885,Remember this if you have not cast your vote yet. #AmericaOrTrump #BidenHarris2020 #Biden #BidenHarris #TRE45ON #BenedictDonald #VOTE https://t.co/4XGmDwEm4q
1886,"#FortWorthTX #VoterSuppression underway as The People push back on racist republican thugs in uniform bullying citizens and intimidating #texas style
#blm #austin #SanAntonio #dallas #Richardson #resist #Resistance #pandemic #science #cannabis #Massachusetts #Biden #aclu #veteran https://t.co/qh1HTfPNDf"
1887,"<U+2611><U+FE0F>#biden ridin #BlueWave2020 but needs everyone everywhere to stand against racist republican #VoterSuppression thugs GOP party of zero ethics and morality <U+2714><U+FE0F>
#SaturdayThoughts #ChicagoScanner #chicago #therapy #BidenHarrisLandslide2020 #iowa #ohio #Pennsylvania #WomensMarch2020 https://t.co/AHG5XsV5SN"
1888,"Oh just think everyone would volunteer to help Moving Day in January to take the trash out of The People¡¯s house <U+0001F3E1> 
#moving #relocation #RealEstate #banker #resist #photooftheday #Biden #MelaniaDouble #MelaniaHatesChristmas #washingtondc #Virginia #SouthCarolina #tampa #tulsa https://t.co/vhh238J9eK"
1889,"Suggest grasping Trump lies

https://t.co/Yz2dQOke91

making stuff up about #Biden

https://t.co/xJmUhvRwdT

Used to cover up trump failures

#economy collapse

#coronavirus #COVID19 deaths

Add $4 trillion #debt

#FAM46 #Pennsylvania #Wisconsin #Michigan #ohio #northcarolina https://t.co/xzlXwcAc8f"
1890,Trump faces an existential risk: Slipping Catholic support - #Biden #Harris #Trump #Pence #GOP #Republican #Democrat #Democrats #COVID19 #Covid #Coronavirus #Pandemic #Virus  https://t.co/HxAYVCa6Vg
1891,California resident gets co-infection with flu and coronavirus - #Biden #Harris #Trump #Pence #GOP #Republican #Democrat #Democrats #COVID19 #Covid #Coronavirus #Pandemic #Virus  https://t.co/qEubLIMEpm
1892,"Stay inside this Halloween with your household, doctors say - #Biden #Harris #Trump #Pence #GOP #Republican #Democrat #Democrats #COVID19 #Covid #Coronavirus #Pandemic #Virus  https://t.co/GVkKBZIsUm"
1893,"Birx warns of ""broad surge"" across the country, as Trump claims U.S. is ""rounding the turn"" - #Biden #Harris #Trump #Pence #GOP #Republican #Democrat #Democrats #COVID19 #Covid #Coronavirus #Pandemic #Virus https://t.co/myxccMiuRV"
1894,"Covid cases in the U.S. are 'extremely high and quite unacceptable' ahead of the winter, Fauci says - #Biden #Harris #Trump #Pence #GOP #Republican #Democrat #Democrats #COVID19 #Covid #Coronavirus #Pandemic #Virus https://t.co/qvNm94GmS2"
1895,Rounding the Corner? US Smashes World Record Single Day Covid Infections - #Biden #Harris #Trump #Pence #GOP #Republican #Democrat #Democrats #COVID19 #Covid #Coronavirus #Pandemic #Virus  https://t.co/LQ6qdjxUwd
1896,"100,000 CASES IN A DAY - #Biden #Harris #Trump #Pence #GOP #Republican #Democrat #Democrats #COVID19 #Covid #Coronavirus #Pandemic #Virus  https://t.co/ujGwPrkAON"
1897,#Obama tears into Trump for his 'Let America get COVID' strategy - #Biden #Harris #Trump #Pence #GOP #Republican #Democrat #Democrats #COVID19 #Covid #Coronavirus #Pandemic #Virus   https://t.co/4bJGhwGIAv
1898,#Obama Mocks Trump¡¯s ¡®Obsession¡¯ With Superspreader Crowd Sizes: ¡®Did No One Come to His Birthday Party When He Was a Kid?!¡¯ - #Biden #Harris #Trump #Pence #GOP #Republican #Democrat #Democrats #COVID19 #Covid #Coronavirus #Pandemic #Virus   https://t.co/R3y0myLgG1
1899,Utah sent every phone in the state an emergency alert warning about rapidly rising Covid-19 cases and overwhelmed hospitals - #Biden #Harris #Trump #Pence #GOP #Republican #Democrat #Democrats #COVID19 #Covid #Coronavirus #Pandemic #Virus  https://t.co/kuCp86bmAW
1900,Trump Claims at Rally Doctors Lie About Virus Dead for Money - #Biden #Harris #Trump #Pence #GOP #Republican #Democrat #Democrats #COVID19 #Covid #Coronavirus #Pandemic #Virus https://t.co/lL8fsZq2V7
1901,American Medical Association rips Trump's claim that doctors inflating COVID numbers - #Biden #Harris #Trump #Pence #GOP #Republican #Democrat #Democrats #COVID19 #Covid #Coronavirus #Pandemic #Virus  https://t.co/DzIYTGbiwg
1902,"Joe Biden Blasts Trump's 'Mental Acuity,' Mocks Him as 'Stable Genius' Who Thinks 'Wind Power Causes Cancer' - #Biden #Harris #Trump #Pence #GOP #Republican #Democrat #Democrats #COVID19 #Covid #Coronavirus #Pandemic #Virus  https://t.co/LQBx1Uf7do"
1903,Trump ignores all coronavirus guidelines during Minnesota MAGA rally - #Biden #Harris #Trump #Pence #GOP #Republican #Democrat #Democrats #COVID19 #Covid #Coronavirus #Pandemic #Virus https://t.co/iMnLBPnLxx
1904,Montana health care workers battle growing Covid outbreak - #Biden #Harris #Trump #Pence #GOP #Republican #Democrat #Democrats #COVID19 #Covid #Coronavirus #Pandemic #Virus https://t.co/kWkKl4S8qA
1905,Trump campaign rallies led to over 700 COVID-related deaths - #Biden #Harris #Trump #Pence #GOP #Republican #Democrat #Democrats #COVID19 #Covid #Coronavirus #Pandemic #Virus  https://t.co/H4lb84YndX
1906,Trump¡¯s Inner Circle Braces for Disaster - #Biden #Harris #Trump #Pence #GOP #Republican #Democrat #Democrats #COVID19 #Covid #Coronavirus #Pandemic #Virus https://t.co/2GDDQtIOlS
1907,"Covid Surge Spreads Coast to Coast, With 14 States at Record Highs - #Biden #Harris #Trump #Pence #GOP #Republican #Democrat #Democrats #COVID19 #Covid #Coronavirus #Pandemic #Virus https://t.co/NWCSGnsVVH"
1908,"Fauci: COVID-19 hotspots have materialized across ""the entire country"" - #Biden #Harris #Trump #Pence #GOP #Republican #Democrat #Democrats #COVID19 #Covid #Coronavirus #Pandemic #Virus  https://t.co/Axrq5pXY5W"
1909,"Biden Blasts Trump's 'Mental Acuity,' Mocks Him as 'Stable Genius' Who Thinks 'Wind Power Causes Cancer' - #Biden #Harris #Trump #Pence #GOP #Republican #Democrat #Democrats #COVID19 #Covid #Coronavirus #Pandemic #Virus https://t.co/LQBx1Uf7do"
1910,US added 1 million new Covid-19 cases in 14 days - #Biden #Harris #Trump #Pence #GOP #Republican #Democrat #Democrats #COVID19 #Covid #Coronavirus #Pandemic #Virus https://t.co/ztGw6WA0no
1911,Fox News President Is Not Sure He¡¯d Let Trump Phone in on Election Night - #Biden #Harris #Trump #Pence #GOP #Republican #Democrat #Democrats #COVID19 #Covid #Coronavirus #Pandemic #Virus  https://t.co/v7TSnpquxj
1912,U.S. reports single-day COVID-19 world record - #Biden #Harris #Trump #Pence #GOP #Republican #Democrat #Democrats #COVID19 #Covid #Coronavirus #Pandemic #Virus  https://t.co/hdIQpv1ZBJ
1913,Trump lashes out at state officials over virus restrictions at Minnesota rally - #Biden #Harris #Trump #Pence #GOP #Republican #Democrat #Democrats #COVID19 #Covid #Coronavirus #Pandemic #Virus https://t.co/TW9IoczNmT
1914,Experts warn it will only get worse - #Biden #Harris #Trump #Pence #GOP #Republican #Democrat #Democrats #COVID19 #Covid #Coronavirus #Pandemic #Virus  https://t.co/kwMOORAQpE
1915,1 million new Covid-19 cases in 14 days - #Biden #Harris #Trump #Pence #GOP #Republican #Democrat #Democrats #COVID19 #Covid #Coronavirus #Pandemic #Virus  https://t.co/ztGw6WA0no
1916,Trump rails against Fox News - #Biden #Harris #Trump #Pence #GOP #Republican #Democrat #Democrats #COVID19 #Covid #Coronavirus #Pandemic #Virus https://t.co/2kU1ozcXvk
1917,86 Million Have Already Voted - #Biden #Harris #Trump #Pence #GOP #Republican #Democrat #Democrats #COVID19 #Covid #Coronavirus #Pandemic #Virus https://t.co/eNtgs9GsoI
1918,Biden leads Trump by 8 points nationally: Fox News - #Biden #Harris #Trump #Pence #GOP #Republican #Democrat #Democrats #COVID19 #Covid #Coronavirus #Pandemic #Virus https://t.co/DwPYuNefJf
1919,Meet the 'shy' Biden voters quietly living in Pennsylvania's Trump country - #Biden #Harris #Trump #Pence #GOP #Republican #Democrat #Democrats #COVID19 #Covid #Coronavirus #Pandemic #Virus  https://t.co/kkLWukn85A
1920,Obama hammers Trump's claim that doctors have inflated coronavirus numbers - #Biden #Harris #Trump #Pence #GOP #Republican #Democrat #Democrats #COVID19 #Covid #Coronavirus #Pandemic #Virus https://t.co/b7keLiLb93
1921,90 Million Have Already Voted - #Biden #Harris #Trump #Pence #GOP #Republican #Democrat #Democrats #COVID19 #Covid #Coronavirus #Pandemic #Virus  https://t.co/eNtgs9GsoI
1922,"Trump cares about feeding his ego with rallies, Joe cares about keeping you and your families safe. - #Biden #Harris #Trump #Pence #GOP #Republican #Democrat #Democrats #COVID19 #Covid #Coronavirus #Pandemic #Virus  https://t.co/gtzmWxDnXA"
1923,"The great divergence: U.S. COVID-19 economy has delivered luxury houses for some, evictions for others - #Biden #Harris #Trump #Pence #GOP #Republican #Democrat #Democrats #COVID19 #Covid #Coronavirus #Pandemic #Virus  https://t.co/TLhYV8tc1t"
1924,Biden blasts Trump for saying doctors are using Covid to boost payments - #Biden #Harris #Trump #Pence #GOP #Republican #Democrat #Democrats #COVID19 #Covid #Coronavirus #Pandemic #Virus  https://t.co/W8mlojVhAD
1925,State leaders facing 2nd wave resist steps to curb virus - #Biden #Harris #Trump #Pence #GOP #Republican #Democrat #Democrats #COVID19 #Covid #Coronavirus #Pandemic #Virus https://t.co/3pFsLv5Zrj
1926,Trump Rallies: SuperSpreader Events - #Biden #Harris #Trump #Pence #GOP #Republican #Democrat #Democrats #COVID19 #Covid #Coronavirus #Pandemic #Virus  https://t.co/RxcTBSxhRn
1927,Trump mocks Laura Ingraham for wearing a mask at his rally - #Biden #Harris #Trump #Pence #GOP #Republican #Democrat #Democrats #COVID19 #Covid #Coronavirus #Pandemic #Virus https://t.co/mphGteAWob
1928,Trump Baselessly Claims Doctors ¡®Get More Money¡¯ From COVID-19 Deaths - #Biden #Harris #Trump #Pence #GOP #Republican #Democrat #Democrats #COVID19 #Covid #Coronavirus #Pandemic #Virus  https://t.co/0MPbhMB3QM
1929,"Trump rallies responsible for 30,000 COVID infections and 700 deaths - #Biden #Harris #Trump #Pence #GOP #Republican #Democrat #Democrats #COVID19 #Covid #Coronavirus #Pandemic #Virus  https://t.co/7DYIcIvS2O"
1930,The stock market¡¯s ¡®presidential predictor¡¯ is forecasting a Biden victory - #Biden #Harris #Trump #Pence #GOP #Republican #Democrat #Democrats #COVID19 #Covid #Coronavirus #Pandemic #Virus https://t.co/yS7yajZ6oN
1931,¡®Chaotic¡¯ Trump has only himself to blame for impending re-election loss: Wall Street Journal - #Biden #Harris #Trump #Pence #GOP #Republican #Democrat #Democrats #COVID19 #Covid #Coronavirus #Pandemic #Virus   https://t.co/0hVZUv4Eat
1932,Obama is making the argument for Biden <U+2014> by roasting Trump - #Biden #Harris #Trump #Pence #GOP #Republican #Democrat #Democrats #COVID19 #Covid #Coronavirus #Pandemic #Virus  https://t.co/D6LetaAJO8
1933,¡®Very tired¡¯ president shocks with short speech: ¡®I¡¯ve never seen Trump look less interested¡¯ - #Biden #Harris #Trump #Pence #GOP #Republican #Democrat #Democrats #COVID19 #Covid #Coronavirus #Pandemic #Virus https://t.co/OmrpNo13lh
1934,Imagine Biden supporters doing this. The Trump family would go crazy. As well as Fox News. #Biden #biden2020 https://t.co/BLAGv3lzRu
1935,"The only way we keep Trump from trying to steal this election in the courts is by showing up in such numbers that a #Biden cannot be denied. 

Your vote matters.
Show up
#VoteBlue https://t.co/QIeyPSFdx0"
1936,"Heres my poll estimates review as of today on Twitter.  #VoteTrump2020

11.7 followers on Twitter for #Biden

87.3 followers on Twitter for #Trump"
1937,#Biden is #DarthVader on the dark side! #Democrats doom and gloom https://t.co/PbLpXpXUgt https://t.co/9IIYU88Krf
1938,"I actually have to say this, #Biden would have done better with #Obama attending his small rally."
1939,"New Hampshire is not in Play, were voting for <U+0001F1FA><U+0001F1F2><U+0001F985>#Trump<U+0001F985><U+0001F1FA><U+0001F1F2>, we want to keep our guns, our jobs, low gas cost, and absolutley no more taxes. #Biden <U+0001F621> is out to destroy our America. https://t.co/5H4W2Fl85g"
1940,"Heres the real poll on Twitter.  <U+0001F1FA><U+0001F1F2><U+0001F1FA><U+0001F1F2><U+271D><U+FE0F>¢¾<U+FE0F><U+0001F985>#VoteTrump2020<U+0001F985>¢¾<U+FE0F><U+0001F1FA><U+0001F1F2><U+0001F1F5><U+0001F1F7><U+0001F1FA><U+0001F1F2><U+0001F1F5><U+0001F1F7><U+0001F1EE><U+0001F1F1><U+0001F1FA><U+0001F1F2><U+0001F1EE><U+0001F1F1><U+0001F1FA><U+0001F1F2><U+0001F1FA><U+0001F1F2><U+0001F1F5><U+0001F1F7><U+0001F1FA><U+0001F1F2><U+0001F1F5><U+0001F1F7><U+0001F1EE><U+0001F1F1><U+0001F1FA><U+0001F1F2>

11.7 followers on Twitter for #Biden

87.3 followers on Twitter for #Trump"
1941,"American Women know #Biden. They are not getting sucked into fake news headlines like this. #JoeBiden wants to keep your kids home for what ever it takes, might be years! #Joe will raise taxes on all of us, end jobs for oil, gas, and coal workers. #KAG2020 https://t.co/nsTEXTXphR"
1942,"Yes #Biden and his whole crime family going down. I hope the American people put #Pelosi, #Schumer, #Schiff, #AOC, &amp; #IlhanOmar with them the sooner the better for America
<U+0001F1EE><U+0001F1F1><U+0001F1F5><U+0001F1F7><U+0001F1FA><U+0001F1F2>#Trump2020<U+0001F1FA><U+0001F1F2><U+0001F1F5><U+0001F1F7><U+0001F1EE><U+0001F1F1> https://t.co/9t8dvG4ldH"
1943,"Here is the <U+2066>@nypost<U+2069> article <U+2066>@Twitter<U+2069> tried 2 hide

After 47 years of sending US jobs &amp; our medical supply chain abroad #Biden suddenly cares about the US family

Democrats don¡¯t<U+2764><U+FE0F>America That¡¯s y they r burning her &amp; defaming us
Meanwhile<U+0001F447><U+0001F3FE> https://t.co/cuouxcgNxl"
1944,"#raceinamerica President Trump, not Obama passed prison form. Democrats r the party of segregation, the KKK, Jim Crowe &amp; now they want to buy your vote with more welfare &amp; propaganda. Joe #Biden had 47 years to make things better for people of color.

https://t.co/vlffePbXRF"
1945,"Hey #trump did the caravans get here from South America.
And are they voting for #biden or Trump?

#vote
#VoteHimOut"
1946,"#Trump in Pennsylvania: #Biden flip-flopped on #fracking, #bias #media never questioned it.

https://t.co/TCwimRhOJ5"
1947,I remember #gasoline #prices with #Biden and #Obama https://t.co/wnKyz1Zjoh
1948,"So many choices are easy to make https://t.co/HwGQGX7E2q via @YouTube 

#election #trump #vote #democrats #donaldtrump #voteblue #resist #biden #politics  #joebiden  #america #democrat #guncontrol #trumpsucks #bluewave  #impotus 

@donlemon @ChrisCuomo @brikeilarcnn @jaketapper"
1949,"Barack #Obama tears into Donald #Trump for his 'Let America get #COVID' strategy as he campaigns with Joe #Biden for first time - and the president responds angrily from Air Force One that they both owe #Michigan an apology over poisoned water #VOTE 
https://t.co/rVjJGconlF https://t.co/2gYumtQvQv"
1950,"@djhutch74 I think we all are on that score but then we would be even if the man was wearing a #Biden hat and waving Police ""Thin Blue Line"" Stars and Stripes. No?"
1951,"#Miami - If you #Vote and empower your voter network to turn out for Joe #Biden and Kamala Harris, we are within days of ending our nightmare that began on November 8, 2016 and has escalated with each day since. Let¡¯s turn the page for history. #VoteMiami #CubanosConBiden"
1952,"All the #RightWingTips who go all drooling over money from people on the Left given to #Biden and worry about nfluence, never mention this. https://t.co/E7sDRhx06k"
1953,"@amyklobuchar @deanbphillips Amy Klobuchar is everything that is right with America.  God Bless Her!   Thank you for your leadership, your truth &amp; for helping us fight for our democracy!  #VoteBlue<U+0001F499>#Biden<U+0001F499> https://t.co/M9uy6NM2ni"
1954,"@EricTrump Somebody say #oatmeal
#Biden 
#MAGA2020LandslideVictory"
1955,"#RealAmericansForJoe

I didn¡¯t just #VOTE for #BidenHarris I made it a point to #VoteBlueDownBallot to #VoteBlueToEndTheNightmare 

Proudly voted for @ossoff @ReverendWarnock and @TheDanaBarrett 

#GASen #GAPol #GALeg #GAPolitics #VoteBlueToEndTheNightmare #VoteThemAllOut #Biden"
1956,"#GASen 

Get out and #VoteYourOssoff on Tuesday. Also, don¡¯t forget to #VoteBlueDownBallot and support @ReverendWarnock too!

#FlipTheSenateBlue #GAPol #GAPolitics #BidenHarris #Biden #VOTE #GOPBetrayedAmerica #GOPHypocrisy #GOPCorruptionOverCountry"
1957,"@KELLYWEILL @cmclymer #FlipTexasBlue and shove these freaks and racist bigots back in the closet where they belong!

#BlueWave2020 #TXLege #TXPolitics #TXSen #TexasForBiden #Democrats #VoteBlueToEndTheNightmare #VoteBlueToSaveAmerica #VoteBlue2020 #VoteThemAllOut #BidenHarris2020 #Biden #VOTE"
1958,"Referring to the Biden family scandals. Bullhead City, AZ 10-27-20

Clip at 2:10:20 https://t.co/Iy1o5yH2NQ
#bidenlaptop #biden #southernborder #bullhead #trumpismsworldwide #trumpisms #trump #trumprally #maga #trump2020 https://t.co/KEFiZz7tOW"
1959,"Looking forward to join you, @RachaelRuble! Thanks for having me on the show to talk about such an important election cycle. #Election2020 #Biden #Trump https://t.co/sG7cruBHkj"
1960,"@LindseyGrahamSC I¡¯ll be happy when you¡¯re gone and Mr.  Harrison kicks your ass.  The refuklikants will be extinct after this election.  The racism and social injustices will come to an end.  The country will heal and be stronger and being our values back.  Honesty, integrity and dignity #Biden"
1961,"#trump #biden #TrumpIsALoser #BidenHarris #BREAKING 

Not harassment?

THEY'RE SHOWING UP WITH FKN GUNS! Thats meant to intimidate. THATS HARASSSMENT

NEXT YEAR MAGA WILL FALL UNDER DOMESTIC TERRORISM

get you life together girl, all you people do is hate https://t.co/sGw2QQiCMU"
1962,"Biden already spent $787 billion on ¡°new green jobs¡± yet Democrats had to fabricate Labor numbers to show success

Now #Biden wants to spend TRILLIONS of $$ on the same program with different name

#Democrat corruption has no upper bounds does it?

https://t.co/nmCL5wDxXg"
1963,"#Biden to take away our tax cuts

Only lunatics raise taxes in midst of a recession. #economy

https://t.co/er05NmwDsh"
1964,"#Biden¡¯s ¡°catch phrase¡± of this election, or rather, his memorized talking point: 
¡°Seeing that empty seat at the kitchen table... reaching out of habit for ur partner in the bed¡±. 

It¡¯s so shallow and vapid. And doesn¡¯t reach most ppl, as most ppl haven¡¯t lost a loved one. https://t.co/DAwl3GUgW6"
1965,"Wow , never heard of a ¡°badakath¡±. 

C¡¯mon man, #Biden what are you TALKING about!!?? 

Someone needs to slow down the poor old man¡¯s teleprompter!! Respect ur elders: even when weak and feeble https://t.co/8AN1uRzHlK"
1966,I wonder if #Biden calls #Antifa ¡°ugly folks¡±..? https://t.co/K9qmwVHHgA
1967,"@KamalaHarris Everything she says about #Trump is a lie- EVERYTHING. 
If you care,  take two mins to fact cheque and listen urself to what Trump has said.   
#Kamala lied on the debate stage when competing against #Biden - she laughs about it. She will say anything to get ahead"
1968,"#Biden has no plan because he¡¯s never going to be the actual President if he wins - he will drop out, and place #Kamala as the ¡®deputy¡¯ President, collect the pay cheque but hide out in his basement."
1969,"I feel so bad for #Kamala¡¯s team having to listen to her speak ; 

It is PAINFUL. 

The lies she tells are so blatantly false I wonder how anyone can take her seriously ever. 

Fortunately, nobody cares about Kamala- #Biden voters should be aware- SHE is the candidate https://t.co/6RT1M0RCt5"
1970,"Remy¡¯s dad shows what could happen to Remy if he gets to comfortable around humans.<U+0001F614><U+2620><U+FE0F>

Happy Halloween!<U+0001F383>

Ignore tags <U+0001F3F7> 
#halloween #ratatouille #poison #rats #remy #scary #paris #humans #cars #sad #trump #biden #hello https://t.co/rVlKskfx3l"
1971,"'U.S. gov has detained more than 25,000 migrant children for longer than 100 days over the last six years. In that time, at least 266,000 children were held in government custody [ ] meaning nearly 1 in 10 of them experienced prolonged detention.' #obama #trump #biden #sameshit https://t.co/URu5LNGLz0"
1972,"@thebr0keb0i If #Biden wins #Florida or #Texas, then yes."
1973,@JoeNBC @business That surge appears to be offset by a much larger surge of first-time young #voters who overwhelmingly back #Biden.
1974,"@JoeNBC Unless of course every #poll *isn't* wrong that confirms that a significant portion of those registered #Republicans are #voting for #Biden.

Can you say #seniors?!?"
1975,"@puzzzld @PpollingNumbers 1. #Dem enthusiasm us through the roof.

2. #Trump is only getting the #KKK #vote.

3. The # of previous #Republican #voters who are #voting #Democratic is shattering records.

4. #Independants are voting #Biden in unprecedented #'s.

5. Everyone (except for #KKK) hates #Trump."
1976,"#biden
A vote for you is the same as throwing a penny in the wishing well, what you see is what you get!!!"
1977,"Half of all US Presidents (22 out of 44) have made claims of Irish ancestry. Like a lot of things in history, the evidence is stronger for some than it is for others, but here's a rundown of which Presidents come from where... #VOTE #USElection #USElections2020 #Biden #Trump https://t.co/mWJy1qIAEv"
1978,"#Biden supporters in Rock Hill, the flag they're flying, and the care they have for everyone else's. US Flag Code #Fail p. 7 &amp; most of 8. https://t.co/P4OUpdlL8E"
1979,"A Picture is worth a Thousand  VOTES,  same time, same state, crowd at a @realDonaldTrump rally, Feeble @JoeBiden makes his way to a ""Honk, Honk  "" drive up rally, with no one. #PennsylvaniaForTrump #MAGA2020 #4MoreYears #BidenBusTour #2020Election #BidenHarris #RedWave #Biden https://t.co/DnU5KlznbF"
1980,"Correction: 3 days from now he's losing Pennsylvania! #Biden will bring back your jobs, and cut your taxes &amp; regulations. #TrumpCrimeFamily is wiping out jobs, stealing our hard-earned $, wrecking the economy &amp; eliminating our healthcare during the pandemic he's so mismanaging. https://t.co/FHQXBqSyeo"
1981,"Correction: This election is a choice btwn the AMERICAN DREAM and a CORRUPT FASCIST NIGHTMARE. You want to turn America into a monarchy, diverting our $ into your family's pockets. #Biden will restore our democracy. #VoteBlue #ProtectDemocracy #HoldTheLine #ChooseDemocracy https://t.co/MaEGhYkzH3"
1982,"If nothing else good comes of this #Biden has definitely inspired me to step my Aviator game up! 
#VOTE 
#VoteBlue https://t.co/udUh0vgK5V"
1983,"IUIC | #Captain #Amaziah On #Voting: ""The #Illusion Of #Inclusion"" 
#Trump #Biden #Joe #Donald #Harris #Kamala #Vote #Voting https://t.co/DE00Uu6Ckq via @YouTube"
1984,@GOPChairwoman @realDonaldTrump Didn¡¯t he give you #COVID ? And #Biden  isn¡¯t planning to tax everyone. Bottom line is #lies
1985,"@katona_barbara @CNBC @NBCNews You are right.  But Hunter Bidens father, who allowed Hunter to benefit from him being VP and using his access and power to gain money, is on the ballot. 

Why are you okay with #Biden selling the <U+0001F1FA><U+0001F1F8> worker out for The Biden family only to succeed? https://t.co/eNg35SbV1a"
1986,"@dragon_wingz @crxerz @amuse @lisabuentello @ericcervini Still hope the SUV is charged.  

Then the #Biden campaign tried to use it as intimidation on TV.

#Liars"
