id,text
714,"@espiteau @jkeefe I'm the healthy organic eater with no beer , and only fresh bottled water and organic meat and produce. I'm a #trump supporter.  #TRUMP2020TOSAVEAMERICA #Trump2020"
715,@hrenee80 I was going to make the exact same tweet! They are boarding up for a #trump win! #TRUMP2020ToSaveAmerica #Trump2020Landslide
716,@greta The feeling must be that Trump is going to win. #Trump2020Landslide #Trump #Trump2020
717,"#Obama why you all mad about #Trump. 
You had your shot at being a President. 
Now step back and let others do their thing."
718,@abbydphillip @costareports This is beyond despicable. So typical of #Trump era unfortunately.
719,"I totally get why #trump is so jealous of #Obama.
#ObamaWasBetterAtEverything EVERYTHING!"
720,@realDonaldTrump has kicked #terrorists asses while @BarackObama and @joebinden kissed #terrorist ass. #slowjoe #joebiden backs #fascist #socialist #domesticterrorists. #Trump looked to put a #smackdown on them. https://t.co/s62eTSUTO2
721,#Women will decide this election <U+2013> and #Trump keeps insulting them https://t.co/eGb2XiuiCz
722,"If #Trump wins, will I be giving my twins a life lesson: sometimes bad guys finish first? https://t.co/4euVkmQi2Y"
723,Armed #Trump #supporters #threaten #Biden campaign bus and u/PoppinKREAM lists down the several times Trump has incited and supported violence https://t.co/KWvArJldCZ
724,Have fun at your idiotic #Trump rallies. Just try not to die. https://t.co/4H7OdbHZYG
725,There's a lot of ugly people in the White House but Miller has them all beat! #Trump https://t.co/spPi7tW7IZ
726,"If you're a #Trump supporter, this is who YOU are. https://t.co/LaWLax14Uk"
727,#Trump is a disgrace to this country! https://t.co/dtjN15MV4l
728,#Trump's pussy. https://t.co/IuoFXtkkzp
729,#Trump's boy got caught on camera. Oops! https://t.co/coxFLS4Yjh
730,Don't vote for an orange idiot! #Trump is a punk! https://t.co/GMgVJetKZe
731,#Trump gave you the Kool Aid and you drank it! https://t.co/JySB47YgIj
732,Let's put these #Trump people on an island. I mean a nice island just one the rest of us won't have to visit. https://t.co/quSXGM2Waz
733,Can #trump people really be this stupid? https://t.co/XXRT0NDf1O
734,"You want to support law enforcement, put these #Trump morons in jail. #TrumpMeltdown https://t.co/4AdrKL5Jhl"
735,Biden has got your number dumb ass! #Trump https://t.co/3yzjZ1U15O
736,Have you noticed Don Travolta ( #Trump ) hasn't been dancing lately at his rallies. Maybe he threw a hip. https://t.co/5ZUpdcfVrJ
737,#Trump has disgraced himself over and over again. Let's fire him. You're fired @realDonaldTrump https://t.co/t4gwTvXo0G
738,How does it feel to be a communist #Trump? https://t.co/JMcCSfDn8B
739,How much in taxes did the Loser #Trump pay in China? We know how little he paid here. https://t.co/AtfP8OYcZH
740,#Biden has so much class compared to #Trump https://t.co/BDvjVm8PSa
741,OH NO! There goes Tokyo OO #Trump Zilla! #TrumpMeltdown https://t.co/W7uYUCjByf
742,I'd love to watch #Fauci take out the #Trump trash. https://t.co/0ZrW2YP5k3
743,What a great #Trump group. NOT! https://t.co/O3BCXMN05A
744,"I'm voting for Biden, but I doubt he'll be able to bring this country back together because anybody who has fallen for #Trump 's line of crap is somebody I don't care to know. https://t.co/GY9wLzLOnM"
745,Try voting for somebody who isn't a punk. #Trump is such a wimp. https://t.co/FkCTY7Eivr
746,"#VoteHimOut In 24hrs Trump¡¯s claimed #Biden will result in:

No heating
No air conditioning
No electricity
No school
No graduation
No weddings
No Christmas
No thanksgiving
No Easter 
No July 4th

Either Biden¡¯s the grinch on steroids or #Trump and his #MAGA crowd are desperate."
747,"This is the most badass thing I've ever seen in my life. Go Texas. #Trump #Trump2020
#Trump2020LandslideVictory https://t.co/pYwsqy2GJL"
748,#Trump virus getting  worse . What a leader.  Massive rallies with no protection. Bunch of Idiots.   https://t.co/8fe7LQoXsO
749,#Trump supporters are hilarious. Talking trash! Come on that's funny!
750,This is why @realDonaldTrump is sooooo jealous of PRESIDENT Obama #Trump will NEVER be cool NEVER! #VOTE https://t.co/xv7OVRcRgw
751,@Acosta #Trump is going with a bang.
752,As long as #Trump is in charge. Hopefully not for long. https://t.co/hjtsg8SPdv
753,"#Trump #Loves #God, Loves This #Country, Loves The #People, &amp; He #Believes In All Three!"
754,Hey! <U+0001F44B> #Trump !! --It's #Halloween2020 <U+0001F383> ~~Dare you to wear a #mask --Boo!!<U+0001F47B>
755,@therecount I knew it all along. #Melania  Is as hateful and evil as #Trump <U+0001F525> <U+0001F525>
756,"@realDonaldTrump No! You're Not going to get away with That Fiction. #Republican Gov. Snyder pulled the plug on the clean water flowing Into #Flint for money $$$. He didn't Care about the people --Just like You don't care about the worse, fatal Virus to kill Us!! You Did Nothing! -FIRE #Trump<U+0001F525>"
757,"@ZekeJMiller And, @ajjaffe You write that #Trump Is the ""Optimist"" with Zero ""Factual"" examples of How He has been that. And, then, you use a #Trump Liar quote about #Biden : --Said 'A long dark winter' was ahead. That is what I Call out as #FakeNews. --Give me a break."
758,#Latinos say #Trump 'has humiliated us' <U+2014> so they're canvassing for #Biden in swing states.  https://t.co/5MamHvj2PF
759,#Pennsylvania small-town #Trump defectors: Rare <U+2014> but possibly decisive (Yes!!! <U+0001F525>) https://t.co/YHOZKn3mGX
760,"#Jesus would wish the person who cares most for the ecosystem of our planet - to win the #Trump - #Biden election.
 
We should follow the person who cares about the whole #creation. We are the Gardeners of Eden. We will not get back to #paradise before we prove we care for #Eden. https://t.co/FGU8vvh72C"
761,This is terrorism by right-wing groups supporting #Trump. How could this be allowed to happen in the USA? Did the @GLFOP leak @JoeBiden's campaign arrangements? https://t.co/QumrobVNiz
762,"Biden event in Texas cancelled as 'armed' #Trump supporters threaten campaign bus. I suppose the @GLFOP steered police offices to stand down and do nothing. @DPA_PoliceAssoc @TxDPS @GregAbbott_TX
https://t.co/e3oqmv7xB3"
763,Will @AnnCoulter and @FoxNews condemn this as domestic terrorism? Right-wing groups supporting #Trump commandeered a @JoeBiden campaign bus. Domestic terrorists. They should have been shot dead by police. What would have happened if @TheDemocrats did the same to @realDonaldTrump? https://t.co/IkBRShA8M5
764,"Donald #Trump, Joe #Biden barrel through key states on final weekend before vote https://t.co/HCQbcz077v https://t.co/C95agUdkgX"
765,"Laura Ingraham crisscrossing the country with President @realDonaldTrump on Friday, October 30, 2020<U+203C><U+FE0F>

#MAGA
#Trump

https://t.co/d4CIiByvfp"
766,"FACTS, FACTS, FACTS<U+203C><U+FE0F>

@realDonaldTrump
#MAGA
#Trump

https://t.co/aKtJHG7PEl"
767,"President @realDonaldTrump announcing the ¡°Platinum Plan¡± that will deliver more opportunity, more security, more fairness, and more prosperity to Black communities""

https://t.co/HzIlPwzoLk

#Trump
#MAGA https://t.co/CnuuWa9IaU"
768,"The worst president ever is campaigning for the worst presidential candidate ever, but the latter is missing in action, as he is being introduced in the rally<U+203C><U+FE0F>

Where is Joe?
In the basement<U+2049><U+FE0F>
Napping<U+2049><U+FE0F>

@realDonaldTrump
#MAGA
#Trump https://t.co/Dq3k069snA"
769,"Tucker Carlson's Full Interview with Glenn Greenwald Over His Resignation From ""The Intercept"" Due To The Censorship Of His Article On Joe Biden<U+203C><U+FE0F>

Watch Tucker Carlson FULL Interview with Tony Bobulinski<U+203C><U+FE0F>
https://t.co/T44w24TtkY

#MAGA 
#Trump 

https://t.co/4QyjRiDUaf"
770,"Tucker Carlson's Full Interview with Glenn Greenwald Over His Resignation From ""The Intercept"" Due To The Censorship Of His Article On Joe Biden<U+203C><U+FE0F>

Watch Tucker Carlson FULL Interview with Tony Bobulinski<U+203C><U+FE0F>
https://t.co/T44w24TtkY

#MAGA
#Trump

https://t.co/4QyjRiDUaf"
771,"Sean Hannity: ¡°Joe Biden is the candidate of DOOM and GLOOM<U+203C><U+FE0F> Meanwhile, President @realDonaldTrump is bringing back our economy<U+203C><U+FE0F>¡±

#MAGA
#Trump

https://t.co/uRelvNIiIt"
772,"President @realDonaldTrump¡¯s new ¡®PLATINUM PLAN¡¯ will deliver more opportunity, more security, more fairness, and more prosperity to Black communities<U+203C><U+FE0F>

#MAGA
#Trump

https://t.co/RRQctZNhNh"
773,"An important message from President @realDonaldTrump in TAXES<U+203C><U+FE0F>

<U+2705>Joe and Kamala will substantially raise your taxes; your 401 and home values will crash.
<U+2705>Trump will substantially lower your taxes.
<U+2705>Go vote in person, do not let them take your vote away.

#MAGA
#Trump https://t.co/aEzJhw47p2"
774,"President @realDonaldTrump arriving in Reading, Pennsylvania for his #MAGA rally on Saturday, October 31, 2020<U+203C><U+FE0F>

Great Energy<U+203C><U+FE0F>
Great Enthusiasm<U+203C><U+FE0F>
Real American <U+0001F1FA><U+0001F1F8> Spirit<U+203C><U+FE0F>

#Trump https://t.co/LiDy8UPB3F"
775,"Laura Ingraham: ¡°GDP numbers more proof of the Great Trump Recovery<U+203C><U+FE0F>¡±

@realDonaldTrump
#MAGA
#Trump

https://t.co/fApHj14GXp"
776,"Vote for President @realDonaldTrump like your freedom depends on it. Because it does.

Thank you President #Trump for #MAGA, for keeping our nation safe, for protecting our freedoms and for standing against the radical left wing!

#God Bless You and #God Bless #America <U+0001F1FA><U+0001F1F8>! https://t.co/Tax6kIROg7"
777,"Rudy Giuliani details his findings on Hunter Biden's 'LAPTOP FROM HELL' and the ongoing investigation from the FBI.

Watch Tucker Carlson FULL Interview with Tony Bobulinski<U+203C><U+FE0F>
https://t.co/T44w24TtkY

@realDonaldTrump
#MAGA
#Trump

https://t.co/DijoewA8GH"
778,"Exposing Joe Biden¡¯s Lies<U+203C><U+FE0F>

@realDonaldTrump
#MAGA
#Trump

https://t.co/v9nqqN7fgT"
779,"Herschel Walker: ¡°President @realDonaldTrump has done far more for the Black community than Joe Biden did in his years as Vice President<U+203C><U+FE0F>¡±

#MAGA
#Trump

https://t.co/ZiQRrN7gCq"
780,"President @realDonaldTrump NEVER stops working for you! 

In a matter of days, he has... 

<U+2705> Returned a U.S. hostage!
<U+2705> Confirmed a SCOTUS Justice!
<U+2705> Visited our heroes at Fort Bragg!
<U+2705> Secured Middle East peace deal!

HUGE<U+203C><U+FE0F>

#MAGA
#Trump https://t.co/jKo4Dfgo0w"
781,"The black community¡¯s best chance may be four more years of Trump<U+203C><U+FE0F>

https://t.co/VqYxjVgV32

@realDonaldTrump
#MAGA
#Trump https://t.co/zfchhxYjR3"
782,"Dr. Robert Jeffress: ¡°America¡¯s Future at Stake <U+2014> All Americans are encouraged to get out to vote; NOT voting is a ¡®SIN¡¯ against God and our country<U+203C><U+FE0F>¡±

@realDonaldTrump
#MAGA
#Trump

https://t.co/i2ZcjkZssE"
783,"Biden and Harris Taxes Agenda<U+203C><U+FE0F>

<U+2705>Joe and Kamala will substantially raise your taxes.
<U+2705>Your 401(k) and home values will crash.
<U+2705>President Trump will substantially lower your taxes.
<U+2705>Go vote in person, do not let them take your vote away.

#MAGA
#Trump https://t.co/jRfqdG49Zh"
784,"Kamala Harris tells Hispanic Americans: ¡°""Joe Biden and I are about to work to get rid of that tax cut<U+203C><U+FE0F>¡±

@realDonaldTrump
#MAGA
#Trump https://t.co/iabd8K0MZO"
785,"110 Year-Old Texas voter says she voted for President @realDonaldTrump!

#MAGA
#Trump https://t.co/aA2qTjjkmR"
786,"Kamala Harris Exposed<U+203C><U+FE0F>

@realDonaldTrump
#MAGA
#Trump https://t.co/9C7M0DosM3"
787,"Carl Higbie predicts: ¡°Trump is going to win a second term, there is a real shot that Trump takes New York<U+203C><U+FE0F>¡±

@realDonaldTrump
#MAGA
#Trump

https://t.co/zeJ7Y1I4G8"
788,"Turkish sanctions/banking scandal slowly but surely coming to light.

#Trump sick foreign influence scandal

https://t.co/2S0OeYTvbd"
789,"#Trump &amp; #Biden hitting battleground states as Trump and Trump, Jr. mock #masks, #SocialDistancing and worse #COVID19 illnesses AND deaths saying they're nothing.

https://t.co/3X2ijp2GQC"
790,"'Red mirage': the 'insidious' scenario if #Trump declares an early victory.

The situation could develop if the president appears to be leading on election night before all votes are counted <U+2013> and for some officials, it¡¯s too realistic for words.

https://t.co/ZOVvdRrTGm"
791,"#Obama hails #Biden's 'decency and kindness' and takes swipe at #Trump.

https://t.co/MZGufnRFUX"
792,"#Trump and #Biden launch final #Election2020 campaign blitz as #pandemic surges.

Trump plans 14 rallies in three days after US records biggest single-day total of #coronavirus cases.

https://t.co/sdvwQKYXe2"
793,U.S. billionaires got $1 trillion richer during #Trump¡¯s first term https://t.co/S5HaAY0dnS
794,"Critical mail delays hit swing states ahead of #Election2020

@guardian tested #postal service speed in the battleground state of #Michigan and found delays that may be wider spread.

As #Trump wants it...

https://t.co/pPidgGkXI4"
795,"Billionaire casino boss and un-American #AltRight #SheldonAdelson splashes the cash in bid to help #Trump

https://t.co/j4x58DkkOh"
796,@prageru Joe Biden wins the election #Trump2020 #trump #trumplandslide #maga
797,@thehill Obama¡¯s most interesting speech ever - by far. #Trump #trump2020 #TrumpLandslideVictory2020
798,@TrumpWarRoom It¡¯s nice of him to be campaigning in Welsh. #Trump #trump2020 #TrumpLandslideVictory2020
799,"#Killer trump ~Lock him the HELL<U+0001F525> up<U+203C><U+FE0F><U+0001F92C><U+0001F480><U+0001F47A>                    +SOON, would so ROCK our World<U+203C><U+FE0F><U+2696><U+FE0F><U+0001F5F3><U+0001F44F><U+0001F3FC> 
P.S. #ClassAction suit must be pursued by dead folks¡¯ relatives v. #trump &amp; #GOP now, before all their funds disappear<U+203C><U+FE0F><U+2696><U+FE0F> https://t.co/Jy7hmlapr4"
800,"All #Latins, it¡¯s time to wake up and realize Trump hates you, or anyone who looks like you.  #Cuban, #Mexican, #PuertoRico, #Venezuela, #Columbia! to #Trump if you are not White, you are not human.  This is NOT America!

#vota para #JoeBiden!

#LatinosPorBiden 
#LatinosforBiden https://t.co/xYLTWEgqbd"
801,"Officer down forever from #covid19 ¡°hoax.¡±

Tell his family to their faces you want another four years of #Trump. https://t.co/MZG5rd8rtR"
802,"@DianeHankinson5 Life versus death even.  

To get an idea what the next four years with #Trump will look like, just watch the #SongbirdMovie trailer.  

People are bashing this because of how scary it is.  Well folks, it¡¯s time to BE SCARED!!"
803,"This is #Trump #LawAndOrder 

Any #LawEnforcement who supports this behavior is not upholding American values whatsoever. https://t.co/Q7DCEeBH6d"
804,"@HKrassenstein This is #Trump #LawAndOrder 

#Texas #LawEnforcement, do your job!! 

Shameful.   This is not America."
805,Ghastly. The realities of #Trump¡¯s #COVID19 ¡°freedom.¡± https://t.co/ZbN6kqlyzj
806,@Cleavon_MD @realDonaldTrump @CTZebra How many #Cubans will read this and still vote for #Trump?
807,"@FloridaNathan @marcorubio @marcorubio certainly makes the strong case for #Trump¡¯s anti-immigrant agenda.  

Had his parents been denied entry into America, he wouldn¡¯t be around to create so much misery that¡¯s killing Americans."
808,@Patrici72062891 @DrEricDing Tell that to the #trump half-wits.  They¡¯d still vote for him as they were waiting in line for a ventilator.
809,"#PresidentScapegoat

Bet the @WRBethesda #doctors wish they¡¯d never signed that #nondisclosure, much less treated him. 

#VoteHimOut  #VoteBlueToEndTheNightmare 

Only one candidate has a #COVID19 plan to keep you alive.  #Trump¡¯s plan is to let you die.  

#vote #JoeBiden https://t.co/T3kLl4et9V"
810,"Only one candidate for President has a #COVID19 plan ready to go on Day One. That¡¯s #JoeBiden.

#Trump¡¯s plan is to let you die. 

Don¡¯t wait until the #virus has affected you personally to realize you made the wrong choice

#elections matter.  #VOTE #BidenHarris2020Landslide https://t.co/RlpQhIzY3D"
811,"Yet another ¡°actor¡± in the elaborate #COVID19 ¡°hoax¡± imagined by #Trump supporters.  

This poor #doctor paid for others¡¯ ¡°freedom¡± with his life.  

With him went a lifetime of training and experience that could have helped people who actually did their part.  

#vote #JoeBiden https://t.co/OA3CmPlXyW"
812,"You might not get a Revolution by taking away voting rights-but dare close down Aunt Marys Crochet Facebook Group and you are guaranteed to have the streets filled with raging seniors!
#Trump https://t.co/kmrQxG50Ge"
813,"@Acyn Tom Cotton can¡¯t hold back his disdain for people who don¡¯t fit the Republican stereotype. He says Jack looks like a homeless guy (jacks a billionaire) imagine what Tom Cotton really feels about homeless people.
#Trump 
#VoteBlueToEndTheNightmare"
814,"Gotta Love Merica. Where you sit down and enjoy a beer, a TV dinner, and watch live coverage on CNN of your votes being stolen. 
#Trump 
#VoteThemAllOut 
#VoteBlueToEndTheNightmare"
815,"This is a celestial level burn!!
#Trump 
#VoteBlueDownBallot 
#VoteThemAllOut https://t.co/8zkPYd4Lkv"
816,"Melania¡¯s out telling people to stick with Trump. 
The same Melania who renegotiated her Pre-nup to get more money and who chooses not to actually live with Trump
#Trump 
#VoteThemAllOut 
#VoteBiden https://t.co/HKVi1zwlxC"
817,"In the last four years, #Trump has gotten 220 Article III judges confirmed, including three #SupremeCourt justices.

""It is the biggest accomplishment of the president's first term,"" argues @Article3Project founder Mike Davis @mrddmia.

WATCH FULL: https://t.co/A1pSR8ctT9 https://t.co/bNmLYs91kv"
818,Imagine that. #trump and #gop are going to steal our election! https://t.co/aadXQIwhW8
819,#Trump is a bit low energy. Must be the crowd size. https://t.co/y52UT1deqN
820,#Trump is the most intellectually lazy president of my lifetime and we are all paying the price for his ignorance #BidenHarrisToSaveAmerica #VoteThemAllOut https://t.co/ZaDGIdEewt
821,Pure projection- #Trump assumes that doctors would try to profit from Covid because that is what he would do. But doctors have something Trump doesn¡¯t- professional ethics #TrumpCovid19 #Doctor #projection #TrumpIsUnwell #BidenHarrisToSaveAmerica https://t.co/gKIA6WIFGI
822,If #Trump does this and the 25th amendment is not invoked then there is no hope for the nation or what remains of the Republican Party #TrumpIsTryingToStealTheElection #25thAmendmentNow https://t.co/HQxezHpLJy
823,"122K+ Watching a RSBN #Trump #MAGA Rally in Bulter, PA on Halloween night while #CreepyJoeBiden campaigns in his basement.  I don't need polls to tell me we got this one in the bag!  #Trump2020Landslide https://t.co/JC8Y5YanCZ"
824,"I will support the winner of a free and fair election regardless of who wins the election. Will you?

#IPledge

#MAGA2020 #Biden #Trump #BidenHarris #MAGA"
825,"Coz nothing ain't scarier than Donald Trump in 2020.

#halloween #halloweencostume #trump #firsthalloween<U+0001F383> @ Adelaide, South Australia https://t.co/IKoFImDbUe"
826,@medit8now #trump is a pig - sorry to pigs everywhere
827,Each time #trump speaks law and order and #police stand by him I think there are no cops who want to protect us; they just want power. I see no evidence to the contrary because no police stand up
828,"This is disgusting!  No national remembrance for the 228,000 people #trump murdered https://t.co/7xBi8h3aHe"
829,#America was built on #freedom and love of country #trump  has made us the new #nazi regime.  He has bought and paid for everything from senators to judges to cops
830,#trump murdered and sickened these people https://t.co/TGuetykOsZ
831,Where are the freaking #police?  So this is law and order #police.  This is how you protect everyone?  So disgusted with #trump idiots https://t.co/I5ymukfxka
832,#Antifa is a #terrorist organization. Everyone wants to pretend it just #Trump supporters that's incite violence. Hundreds of Millions in damages and daily violence. That couldn't be further from the truth. People need to WAKE up. https://t.co/CE3LUjEDQu
833,"Who bets if #Trump wins the election, the lockdown in this country will go out of the window, protests, the whole shebang and the police look on in blissful ignorance. https://t.co/YeoazIF2x7"
834,Making America ill again? #Trump #COVID19 #superspreader https://t.co/LillcvgErx
835,"@MrBDWarren @sunrisemvmt These losses for @exxonmobil are under a #Trump administration.  @JoeBiden has had nothing to do with the 3rd quarterly loss at #ExxonMobil.

#GreenNewDeal"
836,"@kingsrush According to #Trump, ""Mexicans"" are not just people who just got here but also Latinos who have been here for generations.  Trump called the Judge who was overseeing his Trump University lawsuit a Mexican even though he was born in U.S. but his parents were born in Mexico."
837,"#Trump versus #Biden
#Listen and compare.

One offers lies, violence and
divisiveness.
The other hope, plans, kindness and unity.

Do I need spell out who would make REAL President!?

#Vote"
838,Call this B<U+0001F4A9>! How convenient theres only video of a long line of AMERICANS in a turn lane!BTW its perfectly LEGAL to carry in Texas-The most LEGALLY ARMED STATE! #LatinosForTrump #WomenForTrump #Trump https://t.co/hGa9XaRhUg
839,Can Jill kindly remind  #JoeBiden that he's NOT campaigning for BARRY! #Trump #LatinosForTrump #WomenForTrump
840,This DEMETIA DOCUMENTARY otherwise known as the #JoeBiden campaign is just so pathetic! #Trump #LatinosForTrump #WomenForTrump
841,And fortunately your son #HunterBiden has #LaptopFromHell all over the place! #Trump #FourMoreYears https://t.co/Xza00Lu3TD
842,END THE DAY? It's not even 5pm !There's NO QUITING TIME for any President or undercover VP that's really running for the Oval! Meanwhile #Trump has TWO MORE #TrumpRally's! #Trump2020 #FourMoreYears #LatinosForTrump #WomenForTrump https://t.co/kk0uP3JvLY
843,PROPAGANDA-All about getting THAT SHOT of someone in ICU! How disrespectful! Using someone as a PROP to promote LIBERAL FEARMONGERING! #Trump #LatinosForTrump #WomenForTrump https://t.co/Q9hJ3v9oCf
844,"Very telling that #YouAintBlack #RacistJoe has to get a BLIND BLACK MAN to open for his menage a trois with Barry!
#Trump2020 #Trump"
845,Barry the only reason #JoeBiden's eyes light up when he sees kids is because he treats them like SCRATCH &amp; SNIFFS!! #Obama #Trump2020Landslide #Trump #LatinosForTrump #WomenForTrump
846,<U+0001F923><U+0001F923><U+0001F921>! Looks like a typical day on the I-35 minus all the Patriotic #Trump Flags!!  #TexasLovesTrump #LatinosForTrump #WomenForTrump https://t.co/APJcp2kKrj
847,BARRY has reached a all time LOW! He's sharting his pants just like #SleepyJoe! These divisive lies he's spouting in front of a few jack-o'-lanterns! #Trump2020 #FourMoreYears #LatinosForTrump #WomenForTrump #Trump
848,"Actually  Ally-kins more like Bull<U+0001F4A9>! 
#Trump #LatinosForTrump #WomenForTrump https://t.co/Z3cC9JFXbQ"
849,Arthelle Neville was gushing like a school girl! There was about 20 people in that parking lot NOT 50! #Trump2020 #Trump https://t.co/ccDlPRv4xm
850,GOD BLESS TEXAS! #TexasLovesTrump #TrumpTain #Trump #LatinosForTrump #WomenForTrump https://t.co/bF4GnabMXa
851,HEARD IMMUNITY <U+0001F44F><U+0001F3FD><U+0001F44F><U+0001F3FD><U+0001F44F><U+0001F3FD><U+0001F4AF>!!!! But of course Stanford is the most biased !Still waiting on their paper on THE RIOTS/PROTESTING! #Trump #LatinosForTrump #WomenForTrump https://t.co/e4zliR21a5
852,There she is Ladies &amp; Gentlemen the Winner of the 1st annual Shuckin' and Jivin' pageant!!! Give it up for <U+0001F42A>-Toe! <U+0001F44F><U+0001F3FD><U+0001F44F><U+0001F3FD><U+0001F44F><U+0001F3FD><U+0001F44F><U+0001F3FD>!!! #KamalaHarris #Trump2020 #WomenForTrump #Trump https://t.co/jK2Z1S5GH7
853,Did #SleepyJoe just say that his mother said Obama was a CLEAN ONE? #Trump #LatinosForTrump #WomenForTrump
854,Obama no need to stump on  #JoeBiden's morals &amp; character! The #LaptopFromHell tells us all we need! #Trump2020 #FourMoreYears #LatinosForTrump #WomenForTrump #Trump
855,It's easy for a BASEMENT DWELLER  to implement a MASK MANDATE ! #SleepyJoe #Trump #FourMoreYears #OperationMAGA #LatinosForTrump #WomenForTrump
856,@ProjectLincoln @Flblueskies I hope #America gets it now this is Donald #Trump¡®s plan to take us down with him he¡¯s going to take as many as he can because he¡¯s the bottom #Biden We¡¯re 3 months from being ONE YEAR into THE #Pandemic and he has done nothing but praise himself #BidenHarrisToSaveAmerica #MSNBC
857,&gt;#Morons! Is there anything worse than a #Trump moron harassing you on a Saturday afternoon. https://t.co/5f37wW1EjC
858,".What's real sad is 40% of US'A think this insane, mad, moron #Trump is good for the Country???? https://t.co/Jz0GSr9BJ1"
859,".You can always tell who the #Trump supporters are in Vermont; they drive around with six huge flags sticking up from the bed of their pickup truck, including Confederate flags; it's an embarrassment to the rest of the Vermonters. https://t.co/awUTW7wAan"
860,".You're giving #Trump way to much credit, calling him human. https://t.co/Acv8Yoi39L"
861,Sounds on brand for #Trump https://t.co/P1SXOi1zhL
862,"The @GOP &amp; #Trump are trying to take #America down with them. 

#vote #VoteThemAllOut #VoteHimOut 
#Election2020 https://t.co/U0NL6pYw4O"
863,"#Trump is a tiny, tiny sad excuse of a man.

#SuperSpreaderTrump #VoteHimOut https://t.co/NHJAjGoKPR"
864,"A #COVID19 plan would have been better. 

#Obama/#Biden left #Trump w/a plan he ignored. Now #Cult45 is trying to spin 225K deaths.That's lunacy, not leadership.

#VoteHimOut #VoteThemAllOut 
#Election2020 #philly #Pennsylvania 
#Texas #NorthCarolina #VoteBlueToEndTheNightmare https://t.co/KrRFwtN7Vf"
865,"#Trump wants us to be the shithole country.

#VoteHimOut #VoteThemAllOut 
#VoteBlueToEndTheNightmare https://t.co/OdxaI7A5I8"
866,@ladygaga Vote for trump guys don¡¯t do the mistake don¡¯t vote joe Biden #trump
867,"#HappyHalloween from the strange #superheroes Komos &amp; Goldie, stars of their very own #indiecomic #indiecomics #webcomic #webcomics!

Page 14 written by @JoeStrike &amp; myself, art by Kjartan 'Karno' Arnorsson.

Don't forget to #VOTE on November 3rd -- vote to show #Trump the door! https://t.co/vKPXUmP7mR"
868,"That corrupt #Covid19 killer<U+0001F921>
#Trump must go, <U+0001F3B5>Go Joe<U+0001F3B5> https://t.co/mQ5rjcdXE9"
869,"#AlamanceCounty #NorthCarolina #Police are stopping people from voting at the polls. The #police are #racist #Fascist #Trump #loyalist #terrorist.

https://t.co/1EU28Xnmo7"
870,"#Trump's unchecked #fascist #nazis shit creates #trump2020 supporter #terrorists: 

#KamalaHarris #BidenHarris #Texas #USElections2020 #USA #TrumpLandslideVictory2020 #TRUMP2020ToSaveAmerica #MAGA2020LandslideVictory #ElectionDay 

https://t.co/bphgWJ9lDT"
871,"CNBC: U.S. reports record 99,321 new #coronavirus cases as scientists warn latest surge just beginning.

Buck stops with #Trump w #pandemic.  Mixed messages, close advisor radiologist, diss of #science

#VoteHimOut

https://t.co/7NWjbrWCP2

via @GoogleNews"
872,"https://t.co/QGDgYBlFyL: #Democrats cancel Central #Texas events after #Trump supporters surround, follow #Biden bus on I-35.

#TexasForBiden
#VoteBlueDownBallot
#TurnTexasBlue

Thug behavior. Trump incites cray cray<U+0001F926><U+0001F3FD><U+0001F1FA><U+0001F1F2>

#Halloween2020

https://t.co/sFkRDLivW3

via @GoogleNews"
873,"A brief overview of the lawsuits #Trump is facing as he runs for re-election

#VoteHimOut
#2020Election
#Halloween

https://t.co/X2m7hcuzsM"
874,<U+2066>@realDonaldTrump<U+2069> There she is <U+2014>-&gt; NY AG Letitia James!! #Trump Your time is running out! @whitehouse. #Attica Correctional Facility!  In the Hood we call it quiet determination!  Your days are numbered @cnn @MSNBC #Alvelshi <U+2014>&gt; #Cuba 20 minute flight!  Avoid Air Force One! https://t.co/twxlU1Gmh8
875,"MORE EVIDENCE @realDonaldTrump is a stone cold crazy man and a Raving Lunatic steeped in essence of racism, bigotry and white supremacy! A very sick human being! If #Trump was a poor penniless white man he would be shunned by all whites in America! https://t.co/XFcI9SCKRk"
876,"@thehill @FLOTUS Our nation is is no longer trusted or respected let alone feared.

Unless you count the fear that #Trump will use the 'football' in a childish snit!"
877,@TimEdwardsZero4 Take #Trump
878,"@CollinsforGA @realDonaldTrump Crooks and Perverts that #Trump kind of people.

Roger Stone checks both boxes.

Which does Collins check? https://t.co/oxzEeCOj67"
879,"@realDonaldTrump Easily disposed of like all pointless EOs

Stop freaking it will be decades before for Oil is a fraction of our energy portfolio 

Hugh, you and #Trump act like #MAGA #KAG2020 are complete imbeciles.

It's so disrespectful and desperate."
880,"#BideninDetroit: About #Trump: ¡°He described himself as a perfect physical specimen"" Joe makes the sign of the cross I love it!!!!"
881,"#Bidenindetroit Great we are the UNITED Sates of America NOT just America!!! #BidenHarris2020 #VoteBlueToEndTheNightmare #BideninDetroit: About #Trump: ¡°He described himself as a perfect physical specimen"" Joe makes the sign of the cross I love it!!!!"
882,"@maddenifico #BideninDetroit: Doing Grest Job!!! Great speech !!! About #Trump: ¡°He described himself as a perfect physical specimen"" Joe makes the sign of the cross I love it!!!!"
